Id,L0_S0_F0,L0_S0_F18,L0_S2_F52,L0_S3_F92,L0_S7_F136,L0_S9_F170,L0_S10_F224,L0_S10_F274,L0_S11_F318,L0_S12_F342,L0_S14_F366,L0_S15_F403,L0_S18_F435,L0_S21_F472,L0_S21_F522,L0_S22_F576,L0_S23_F627,L0_S23_F667,L1_S24_F733,L1_S24_F795,L1_S24_F834,L1_S24_F892,L1_S24_F953,L1_S24_F1000,L1_S24_F1026,L1_S24_F1083,L1_S24_F1126,L1_S24_F1176,L1_S24_F1240,L1_S24_F1298,L1_S24_F1356,L1_S24_F1401,L1_S24_F1451,L1_S24_F1502,L1_S24_F1567,L1_S24_F1604,L1_S24_F1662,L1_S24_F1728,L1_S24_F1778,L1_S24_F1814,L1_S24_F1838,L1_S25_F1869,L1_S25_F1909,L1_S25_F1963,L1_S25_F2016,L1_S25_F2066,L1_S25_F2116,L1_S25_F2161,L1_S25_F2190,L1_S25_F2226,L1_S25_F2258,L1_S25_F2312,L1_S25_F2365,L1_S25_F2411,L1_S25_F2437,L1_S25_F2462,L1_S25_F2487,L1_S25_F2514,L1_S25_F2569,L1_S25_F2623,L1_S25_F2677,L1_S25_F2716,L1_S25_F2741,L1_S25_F2767,L1_S25_F2795,L1_S25_F2842,L1_S25_F2896,L1_S25_F2950,L1_S25_F2997,L1_S25_F3020,L2_S26_F3047,L2_S26_F3121,L2_S27_F3170,L2_S28_F3241,L2_S28_F3311,L3_S29_F3342,L3_S29_F3376,L3_S29_F3412,L3_S29_F3449,L3_S29_F3479,L3_S30_F3519,L3_S30_F3569,L3_S30_F3614,L3_S30_F3664,L3_S30_F3714,L3_S30_F3764,L3_S30_F3814,L3_S33_F3855,L3_S34_F3876,L3_S35_F3908,L3_S37_F3944,L3_S39_F3972,L3_S41_F3996,L3_S41_F4018,L3_S43_F4090,L3_S44_F4121,L3_S47_F4158,L3_S48_F4200,L3_S50_F4241,L3_S51_F4262,Response,L0_S0_D1,L0_S3_D94,L0_S9_D197,L0_S11_D328,L0_S15_D413,L0_S21_D514,L0_S23_D649,L1_S24_D782,L1_S24_D904,L1_S24_D1023,L1_S24_D1143,L1_S24_D1257,L1_S24_D1403,L1_S24_D1522,L1_S24_D1639,L1_S24_D1785,L1_S25_D1857,L1_S25_D1980,L1_S25_D2128,L1_S25_D2214,L1_S25_D2314,L1_S25_D2434,L1_S25_D2499,L1_S25_D2615,L1_S25_D2729,L1_S25_D2794,L1_S25_D2932,L1_S25_D3025,L2_S26_D3122,L2_S28_D3227,L3_S29_D3331,L3_S29_D3415,L3_S30_D3501,L3_S30_D3651,L3_S30_D3796,L3_S35_D3895,L3_S40_D3987,L3_S42_D4053,L3_S47_D4170,L3_S51_D4263,L0_S1_F25,L0_S6_F133,L0_S10_F238,L0_S14_F367,L0_S21_F495,L0_S22_F585,L1_S24_F686,L1_S24_F769,L1_S24_F868,L1_S24_F956,L1_S24_F1064,L1_S24_F1167,L1_S24_F1263,L1_S24_F1350,L1_S24_F1440,L1_S24_F1542,L1_S24_F1638,L1_S24_F1726,L1_S25_F1861,L1_S25_F1962,L1_S25_F2050,L1_S25_F2142,L1_S25_F2286,L1_S25_F2376,L1_S25_F2546,L1_S25_F2635,L1_S25_F2774,L1_S25_F2882,L1_S25_F2973,L2_S26_F3105,L2_S27_F3202,L2_S28_F3298,L3_S29_F3446,L3_S30_F3557,L3_S30_F3648,L3_S30_F3740,L3_S30_F3832,L3_S42_F4031,L3_S46_F4136,L3_S49_F4240
29503,-0.062,-0.062,,0.019,,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093,0.061,0.015,0.093,0.153,0.007,,,,,0.007,0.013,0.108,0.0,,0.0,,,,,,,,,,1,216.61,216.62,216.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.48,218.48,218.49,,218.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
30524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008,,,-0.285,0.173,,,,,,-0.005,0.055,0.082,-0.005,0.071,-0.125,,,,,0.016,0.013,-0.074,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.15,,,506.36,506.36,506.37,,506.37,506.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
30577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.201,,,0.246,0.053,,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,0.051,,,,0.033,-0.015,0.057,0.033,0.039,-0.072,-0.038,0.0,0.004,0.0,0.01,0.013,-0.21,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,668.45,,668.48,,,,,,,,,,,,,705.19,,708.72,708.72,708.72,708.72,708.72,,,,,,,,,,,,,,,,,,,,,T1,,T1,,,,,,,,,,,,,,,T1,,,,,,,
55669,-0.01,-0.03,0.0,,,,0.031,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.036,-0.037,0.068,0.068,-0.029,0.068,0.114,0.059,,,,,0.012,0.013,0.062,0.0,,0.0,,,,,,,,,,0,204.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.91,216.35,216.35,216.35,,216.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
37355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029,-0.008,-0.017,,-0.056,,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,-0.132,-0.002,0.082,-0.132,-0.078,0.086,-0.092,0.0,-0.003,0.0,0.01,0.013,0.108,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,1249.92,1249.92,1249.92,,,,,,,,,,,,,,,1311.02,1311.02,1311.03,1311.03,1311.03,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,,,,,,,,,,,T1,,,,,,,
3585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.002,,-0.006,,0.441,,,,,,,,,,,,,,,0.122,0.35,,,,0.205,-0.002,0.037,0.205,0.098,-0.178,,,,,0.009,0.013,-0.119,0.0,,0.0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,327.09,,,,,,,,399.88,,414.9,414.9,414.9,,414.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41576,,,,,,,,,,-0.01,,-0.323,-0.01,,,,-0.015,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117,0.106,-0.029,0.117,,-0.125,,,,,0.012,0.013,-0.074,0.0,,0.0,,,,,,,,,,0,,,,,188.48,,188.56,,,,,,,,,,,,,,,,,,,,,,,,188.96,188.96,188.97,,188.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44189,,,,,,,,,,-0.018,,-0.236,,,,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092,0.061,-0.029,0.092,0.02,-0.151,,,,,0.014,0.013,-0.029,0.0,0.0,0.0,,,,,,,,,,0,,,,,188.69,,,,,,,,,,,,,,,,,,,,,,,,,,189.2,189.2,189.2,,189.2,189.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
23766,-0.199,-0.169,0.0,,0.336,,,,-0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.081,-0.009,0.063,-0.081,-0.012,0.086,-0.038,0.0,-0.012,0.0,0.01,0.013,0.153,0.0,0.0,0.0,,,,,,,,,,0,958.72,,,958.74,,,,,,,,,,,,,,,,,,,,,,,,,,,961.27,961.27,961.28,961.28,961.28,961.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
13796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.252,,,0.27,,0.02,-0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.036,-0.037,-0.056,-0.079,0.063,-0.056,-0.055,0.033,0.043,0.0,-0.004,0.0,0.006,0.013,-0.119,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,1124.05,,,,,,,,,,,,,,,,1166.05,1174.8,1174.8,1174.8,1174.8,1174.8,,,,,,,,,,,,,,,,,,,,,T1,,T1,,,,,,,,,,,,,,,,,,,,,,
44780,,,,,,,,,,-0.01,,0.163,-0.01,,,,-0.009,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.132,-0.047,0.082,-0.132,0.031,0.296,-0.038,0.0,-0.003,0.0,0.014,0.013,-0.119,0.0,0.0,0.0,,,,,,,,,,0,,,,,1313.38,,1313.41,,,,,,,,,,,,,,,,,,,,,,,,1316.06,1316.06,1316.07,1316.07,1316.07,1316.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
58625,0.049,-0.163,,0.119,-0.164,,-0.031,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,0.008,0.055,0.057,0.008,-0.008,0.086,-0.092,0.0,0.003,0.0,0.018,0.013,-0.165,0.0,0.0,0.0,,,,,,,,,,1,890.16,890.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.89,895.89,895.89,895.89,895.89,895.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
25485,-0.055,-0.067,0.0,,-0.164,,,,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,0.042,0.063,-0.056,0.035,0.164,-0.065,0.0,0.013,0.0,0.01,0.013,0.062,0.0,0.0,0.0,,,,,,,,,,0,959.45,,,959.49,,,,,,,,,,,,,,,,,,,,,,,,,,,961.98,961.98,961.98,961.98,961.98,961.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.076,-0.033,0.001,-0.05,,0.005,-0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.176,,0.156,-0.069,0.0,,0.0,0,,,,,,,,,,,,,,,,,466.27,466.42,466.42,,,,,,,,,,,,,,,,,,504.07,,504.09,504.13,,,,,,,,,,,,,,,,,,,,T524288,,,,,,,,,,,,,,,,,,,,
29115,,,,,,,,,,-0.006,,-0.311,-0.01,,,,-0.006,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.047,0.006,,-0.271,0.0,,0.0,0,,,,,1396.54,,1396.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396.95,,1396.97,1396.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29186,0.016,-0.062,,0.019,-0.164,,-0.063,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,-0.015,0.037,0.08,0.047,-0.151,,,,,0.012,0.013,0.062,0.0,,0.0,,,,,,,,,,0,340.68,340.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.35,342.35,342.36,,342.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
57551,,,,,,,,,,0.014,,-0.153,-0.01,,,,0.025,0.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005,-0.079,0.082,-0.005,-0.055,0.243,0.07,0.0,-0.012,0.0,0.01,0.013,0.017,0.0,,0.0,,,,,,,,,,0,,,,,1408.46,,1408.48,,,,,,,,,,,,,,,,,,,,,,,,1409.5,1409.5,1409.5,1409.5,1409.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49344,,,,,,,,,,,,,,,,,,,0.011,-0.067,0.005,-0.132,,,-0.036,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,-0.005,-0.053,0.063,-0.005,-0.047,0.059,-0.146,0.0,0.012,0.0,0.018,0.013,,,0.0,0.0,,,,,,,,,,0,,,,,,,,1022.35,1022.35,1022.36,,,,,,,,,,,,,,,,,,,,,1057.86,1057.86,1057.86,1057.86,1057.86,1057.9,,,,,,,,,,,,T1,,,T3,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
27945,0.088,0.029,,0.019,0.336,-0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.157,-0.079,0.082,-0.157,-0.063,0.033,-0.038,0.0,-0.003,0.0,0.013,0.013,-0.21,0.0,,0.0,,,,,,,,,,0,1316.63,1316.64,1316.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.53,1325.53,1325.54,1325.54,1325.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
27721,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.102,0.188,,0.034,0.052,,-0.086,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,-0.057,-0.009,0.082,-0.057,-0.2,-0.151,,,,,0.011,0.013,-0.165,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,400.32,,,,,,,,,,,,,,,,,,,,469.76,469.76,469.76,,469.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
29981,0.043,0.024,0.0,,,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.244,0.208,0.037,0.244,0.098,-0.099,,,,,0.012,0.013,0.017,0.0,0.0,0.0,,,,,,,,,,1,368.61,,368.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.34,369.34,369.35,,369.35,369.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,,,0.001,,-0.095,-0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.277,0.256,,,,0.033,0.081,0.057,0.033,-0.031,0.322,-0.065,0.0,-0.004,0.0,0.019,0.013,0.017,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,758.65,,,,,,,,,,,,,,,773.58,,776.44,776.44,776.45,776.45,776.45,,,,,,,,,,,,,,,,,,,,,T1,,T1,,,,,,,,,,,,,,,T1,,,,,,,
37817,,,,,,,,,,0.026,,0.207,,-0.023,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.157,-0.117,0.082,-0.157,-0.047,0.296,0.124,0.0,-0.012,0.0,0.011,0.013,-0.119,0.0,,0.0,,,,,,,,,,0,,,,,1383.61,1383.64,,,,,,,,,,,,,,,,,,,,,,,,,1389.51,1389.51,1389.52,1389.52,1389.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16162,-0.127,-0.035,,0.019,-0.164,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109,0.182,0.057,0.109,0.031,-0.125,-0.119,0.0,0.014,0.0,0.014,0.013,0.017,0.0,,0.0,,,,,,,,,,0,702.05,702.05,702.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.94,703.94,703.95,703.95,703.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
39696,,,,,,,,,,-0.006,-0.034,,,,,-0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,-0.034,0.063,-0.056,0.027,0.059,-0.011,0.0,-0.001,0.0,0.012,0.013,0.017,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124.83,1124.83,1124.84,1124.84,1124.84,1124.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46566,0.167,-0.099,0.0,,0.336,,-0.032,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,-0.136,0.096,-0.056,-0.086,0.138,0.124,0.0,-0.014,0.0,0.009,0.013,0.062,0.0,,0.0,,,,,,,,,,0,1710.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717.83,1717.83,1717.84,1717.84,1717.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
34144,-0.036,-0.078,,0.019,-0.164,,,,-0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005,-0.079,0.063,-0.005,-0.027,0.191,-0.065,0.0,-0.003,0.0,0.014,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,1156.5,1156.5,,1156.53,,,,,,,,,,,,,,,,,,,,,,,,,,,1158.06,1158.06,1158.06,1158.06,1158.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
1663,,,,,,,,,,-0.01,,0.152,,0.059,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,0.049,-0.702,0.041,0.082,0.086,,,,,0.01,0.013,0.017,0.0,0.0,0.0,,,,,,,,,,0,,,,,131.55,131.58,,,,,,,,,,,,,,,,,,,,,,,,,137.53,137.53,137.54,,137.54,137.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
55618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108,-0.12,,-0.04,-0.056,,0.051,,,-0.035,,,-0.056,-0.117,0.063,-0.056,-0.027,-0.125,0.016,0.0,-0.013,0.0,0.017,0.013,0.108,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,982.83,982.83,982.83,,,997.56,997.56,997.56,997.56,997.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,T1,,,,,,,
44915,,,0.0,,,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.132,-0.009,0.104,-0.132,-0.035,-0.02,0.043,0.0,-0.013,0.0,0.014,0.013,-0.074,0.0,0.0,0.0,,,,,,,,,,0,,,,1647.71,,,,,,,,,,,,,,,,,,,,,,,,,,,1650.19,1650.19,1650.2,1650.2,1650.2,1650.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
58179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049,,,0.109,,0.044,-0.164,,,,,,,,,,,,,,,,,,,,,,,0.21,-0.177,,,,0.18,0.061,0.037,0.18,0.067,-0.046,,,,,0.009,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,376.02,376.14,376.14,,,,,,,,,,409.5,,424.03,424.03,424.03,,424.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
872,,,,,,,,,,,,,,,,,,,-0.004,0.146,0.003,-0.21,,-0.034,,-0.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,0.02,-0.117,0.063,0.02,-0.039,0.191,-0.173,0.0,-0.005,0.0,0.011,0.013,0.199,0.0,,0.0,,,,,,,,,,0,,,,,,,,1039.85,1039.87,,,,,,,,,,,,,,,,,,,,,,1073.98,1073.98,1073.98,1073.98,1073.98,,,,,,,,,,,,,T1,,,T3,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
45777,0.023,-0.072,,0.119,-0.164,,,,-0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,0.084,0.023,0.057,0.084,-0.043,0.112,0.043,0.0,0.003,0.0,0.018,0.013,-0.074,0.0,,0.0,,,,,,,,,,0,897.17,897.18,,897.21,,,,,,,,,,,,,,,,,,,,,,,,,,,904.14,904.14,904.14,904.14,904.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.306,,,-0.291,,-0.108,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.069,-0.048,,,,-0.056,-0.002,0.063,-0.056,0.047,0.086,0.043,0.0,0.013,0.0,0.016,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,1188.01,,,,,,,,,,,,,,,1194.58,,1205.39,1205.39,1205.4,1205.4,1205.4,,,,,,,,,,,,,,,,,,,,,T1,,T1,,,,,,,,,,,,,,,T1,,,,,,,
36463,-0.062,-0.281,,0.019,-0.164,,-0.008,-0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,0.176,0.037,0.055,0.067,-0.151,,,,,0.013,0.013,0.017,0.0,,0.0,,,,,,,,,,0,273.05,273.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.25,274.25,274.25,,274.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58739,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.065,0.002,,-0.038,-0.074,,0.062,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.388,0.006,,,,0.008,0.036,0.057,0.008,-0.02,0.033,-0.065,0.0,0.021,0.0,0.017,0.013,-0.165,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,,,,,759.08,,,,,,,,,,,,,,,,,,776.54,,779.6,779.6,779.61,779.61,779.61,779.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
8281,0.108,-0.137,0.0,,,,,,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.081,0.082,0.07,0.039,-0.099,,,,,0.013,0.013,0.017,0.0,0.0,0.0,,,,,,,,,,0,486.82,,,486.84,,,,,,,,,,,,,,,,,,,,,,,,,,,487.43,487.43,487.43,,487.43,487.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
10447,-0.003,-0.078,0.0,,-0.164,,-0.025,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109,-0.079,0.101,0.109,0.118,-0.02,-0.011,0.0,0.005,0.0,0.008,0.013,-0.074,0.0,,0.0,,,,,,,,,,0,670.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.19,671.19,671.2,671.2,671.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
49070,0.043,-0.014,,0.019,0.336,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,-0.081,0.087,0.063,-0.081,-0.012,0.086,0.124,0.0,-0.012,0.0,0.01,0.013,0.017,0.0,0.0,0.0,,,,,,,,,,0,957.98,957.99,958.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,961.3,961.3,961.3,961.3,961.3,961.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
41657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,,,0.117,0.071,,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,-0.017,-0.021,0.057,-0.017,-0.039,0.033,-0.092,0.0,-0.004,0.0,0.017,0.013,-0.119,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,761.49,,761.51,,,,,,,,,,,,,,,784.32,784.32,784.33,784.33,784.33,,,,,,,,,,,,,,,,,,,,,T1,,T1,,,,,,,,,,,,,,,T1,,,,,,,
2165,-0.075,-0.03,0.0,,,,0.039,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.096,-0.111,0.082,0.096,0.024,-0.099,,,,,0.012,0.013,0.108,0.0,,0.0,,,,,,,,,,0,489.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.54,489.54,489.55,,489.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
1476,-0.068,0.035,,0.019,-0.164,,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.081,0.011,0.063,-0.081,-0.063,0.191,0.097,0.0,-0.012,0.0,0.007,0.013,0.108,0.0,0.0,0.0,,,,,,,,,,0,1222.17,1222.18,,1222.21,,,,,,,,,,,,,,,,,,,,,,,,,,,1223.14,1223.14,1223.15,1223.15,1223.15,1223.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
50883,-0.101,-0.201,,0.019,,,,,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058,-0.117,0.082,0.058,0.137,-0.178,-0.092,0.0,-0.003,0.0,0.009,0.013,-0.074,0.0,0.0,0.0,,,,,,,,,,0,522.74,522.74,,522.76,,,,,,,,,,,,,,,,,,,,,,,,,,,524.57,524.57,524.57,524.57,524.57,524.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58854,-0.153,-0.056,0.0,,,,0.066,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.129,0.061,-0.725,0.129,0.078,-0.046,,,,,0.014,0.013,-0.074,0.0,,0.0,,,,,,,,,,0,21.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.46,21.46,21.46,,21.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
